Time   [HA]   [A-][H+] 
87.0 0.42 0.78 0.58
87.1 0.42 0.78 0.58
87.2 0.42 0.78 0.58
87.3 0.42 0.78 0.58
87.4 0.42 0.78 0.58
87.5 0.42 0.78 0.58
87.6 0.42 0.78 0.58
87.7 0.42 0.78 0.58
87.8 0.42 0.78 0.58
87.9 0.42 0.78 0.58
88.0 0.41 0.79 0.59
88.1 0.41 0.79 0.59
88.2 0.41 0.79 0.59
88.3 0.41 0.79 0.59
88.4 0.41 0.79 0.59
88.5 0.41 0.79 0.59
88.6 0.41 0.79 0.59
88.7 0.41 0.79 0.59
88.8 0.41 0.79 0.59
88.9 0.41 0.79 0.59
89.0 0.41 0.79 0.59
89.1 0.41 0.79 0.59
89.2 0.41 0.79 0.59
89.3 0.41 0.79 0.59
89.4 0.41 0.79 0.59
89.5 0.41 0.79 0.59
89.6 0.41 0.79 0.59
89.7 0.41 0.79 0.59
89.8 0.41 0.79 0.59
89.9 0.41 0.79 0.59
90.0 0.41 0.79 0.59
90.1 0.41 0.79 0.59
90.2 0.41 0.79 0.59
90.3 0.41 0.79 0.59
90.4 0.4 0.8 0.6
90.5 0.4 0.8 0.6
90.6 0.4 0.8 0.6
90.7 0.4 0.8 0.6
90.8 0.4 0.8 0.6
90.9 0.4 0.8 0.6
91.0 0.4 0.8 0.6
91.1 0.4 0.8 0.6
91.2 0.4 0.8 0.6
91.3 0.4 0.8 0.6
91.4 0.4 0.8 0.6
91.5 0.4 0.8 0.6
91.6 0.4 0.8 0.6
91.7 0.4 0.8 0.6
91.8 0.4 0.8 0.6
91.9 0.4 0.8 0.6
92.0 0.4 0.8 0.6
92.1 0.4 0.8 0.6
92.2 0.4 0.8 0.6
92.3 0.4 0.8 0.6
92.4 0.4 0.8 0.6
92.5 0.4 0.8 0.6
92.6 0.4 0.8 0.6
92.7 0.4 0.8 0.6
92.8 0.4 0.8 0.6
92.9 0.39 0.81 0.61
93.0 0.39 0.81 0.61
93.1 0.39 0.81 0.61
93.2 0.39 0.81 0.61
93.3 0.39 0.81 0.61
93.4 0.39 0.81 0.61
93.5 0.39 0.81 0.61
93.6 0.39 0.81 0.61
93.7 0.39 0.81 0.61
93.8 0.39 0.81 0.61
93.9 0.39 0.81 0.61
94.0 0.39 0.81 0.61
94.1 0.39 0.81 0.61
94.2 0.39 0.81 0.61
94.3 0.39 0.81 0.61
94.4 0.39 0.81 0.61
94.5 0.39 0.81 0.61
94.6 0.39 0.81 0.61
94.7 0.39 0.81 0.61
94.8 0.39 0.81 0.61
94.9 0.39 0.81 0.61
95.0 0.39 0.81 0.61
95.1 0.39 0.81 0.61
95.2 0.39 0.81 0.61
95.3 0.39 0.81 0.61
95.4 0.39 0.81 0.61
95.5 0.38 0.82 0.62
95.6 0.38 0.82 0.62
95.7 0.38 0.82 0.62
95.8 0.38 0.82 0.62
95.9 0.38 0.82 0.62
96.0 0.38 0.82 0.62
96.1 0.38 0.82 0.62
96.2 0.38 0.82 0.62
96.3 0.38 0.82 0.62
96.4 0.38 0.82 0.62
96.5 0.38 0.82 0.62
96.6 0.38 0.82 0.62
96.7 0.38 0.82 0.62
96.8 0.38 0.82 0.62
96.9 0.38 0.82 0.62
97.0 0.38 0.82 0.62
97.1 0.38 0.82 0.62
97.2 0.38 0.82 0.62
97.3 0.38 0.82 0.62
97.4 0.38 0.82 0.62
97.5 0.38 0.82 0.62
97.6 0.38 0.82 0.62
97.7 0.38 0.82 0.62
97.8 0.38 0.82 0.62
97.9 0.38 0.82 0.62
98.0 0.38 0.82 0.62
98.1 0.37 0.83 0.63
98.2 0.37 0.83 0.63
98.3 0.37 0.83 0.63
98.4 0.37 0.83 0.63
98.5 0.37 0.83 0.63
98.6 0.37 0.83 0.63
98.7 0.37 0.83 0.63
98.8 0.37 0.83 0.63
98.9 0.37 0.83 0.63
99.0 0.37 0.83 0.63
99.1 0.37 0.83 0.63
99.2 0.37 0.83 0.63
99.3 0.37 0.83 0.63
99.4 0.37 0.83 0.63
99.5 0.37 0.83 0.63
99.6 0.37 0.83 0.63
99.7 0.37 0.83 0.63
99.8 0.37 0.83 0.63
99.9 0.37 0.83 0.63
100.0 0.37 0.83 0.63
100.1 0.37 0.83 0.63
100.2 0.37 0.83 0.63
100.3 0.37 0.83 0.63
100.4 0.37 0.83 0.63
100.5 0.37 0.83 0.63
100.6 0.37 0.83 0.63
100.7 0.37 0.83 0.63
100.8 0.36 0.84 0.64
100.9 0.36 0.84 0.64
101.0 0.36 0.84 0.64
101.1 0.36 0.84 0.64
101.2 0.36 0.84 0.64
101.3 0.36 0.84 0.64
101.4 0.36 0.84 0.64
101.5 0.36 0.84 0.64
101.6 0.36 0.84 0.64
101.7 0.36 0.84 0.64
101.8 0.36 0.84 0.64
101.9 0.36 0.84 0.64
102.0 0.36 0.84 0.64
102.1 0.36 0.84 0.64
102.2 0.36 0.84 0.64
102.3 0.36 0.84 0.64
102.4 0.36 0.84 0.64
102.5 0.36 0.84 0.64
102.6 0.36 0.84 0.64
102.7 0.36 0.84 0.64
102.8 0.36 0.84 0.64
102.9 0.36 0.84 0.64
103.0 0.36 0.84 0.64
103.1 0.36 0.84 0.64
103.2 0.36 0.84 0.64
103.3 0.36 0.84 0.64
103.4 0.36 0.84 0.64
103.5 0.36 0.84 0.64
103.6 0.35 0.85 0.65
103.7 0.35 0.85 0.65
103.8 0.35 0.85 0.65
103.9 0.35 0.85 0.65
104.0 0.35 0.85 0.65
104.1 0.35 0.85 0.65
104.2 0.35 0.85 0.65
104.3 0.35 0.85 0.65
104.4 0.35 0.85 0.65
104.5 0.35 0.85 0.65
104.6 0.35 0.85 0.65
104.7 0.35 0.85 0.65
104.8 0.35 0.85 0.65
104.9 0.35 0.85 0.65
105.0 0.35 0.85 0.65
105.1 0.35 0.85 0.65
105.2 0.35 0.85 0.65
105.3 0.35 0.85 0.65
105.4 0.35 0.85 0.65
105.5 0.35 0.85 0.65
105.6 0.35 0.85 0.65
105.7 0.35 0.85 0.65
105.8 0.35 0.85 0.65
105.9 0.35 0.85 0.65
106.0 0.35 0.85 0.65
106.1 0.35 0.85 0.65
106.2 0.35 0.85 0.65
106.3 0.35 0.85 0.65
106.4 0.35 0.85 0.66
106.5 0.34 0.86 0.66
106.6 0.34 0.86 0.66
106.7 0.34 0.86 0.66
106.8 0.34 0.86 0.66
106.9 0.34 0.86 0.66
107.0 0.34 0.86 0.66
107.1 0.34 0.86 0.66
107.2 0.34 0.86 0.66
107.3 0.34 0.86 0.66
107.4 0.34 0.86 0.66
107.5 0.34 0.86 0.66
107.6 0.34 0.86 0.66
107.7 0.34 0.86 0.66
107.8 0.34 0.86 0.66
107.9 0.34 0.86 0.66
108.0 0.34 0.86 0.66
108.1 0.34 0.86 0.66
108.2 0.34 0.86 0.66
108.3 0.34 0.86 0.66
108.4 0.34 0.86 0.66
108.5 0.34 0.86 0.66
108.6 0.34 0.86 0.66
108.7 0.34 0.86 0.66
108.8 0.34 0.86 0.66
108.9 0.34 0.86 0.66
109.0 0.34 0.86 0.66
109.1 0.34 0.86 0.66
109.2 0.34 0.86 0.66
109.3 0.34 0.86 0.66
109.4 0.33 0.87 0.67
109.5 0.33 0.87 0.67
109.6 0.33 0.87 0.67
109.7 0.33 0.87 0.67
109.8 0.33 0.87 0.67
109.9 0.33 0.87 0.67
110.0 0.33 0.87 0.67
110.1 0.33 0.87 0.67
110.2 0.33 0.87 0.67
110.3 0.33 0.87 0.67
110.4 0.33 0.87 0.67
110.5 0.33 0.87 0.67
110.6 0.33 0.87 0.67
110.7 0.33 0.87 0.67
110.8 0.33 0.87 0.67
110.9 0.33 0.87 0.67
111.0 0.33 0.87 0.67
111.1 0.33 0.87 0.67
111.2 0.33 0.87 0.67
111.3 0.33 0.87 0.67
111.4 0.33 0.87 0.67
111.5 0.33 0.87 0.67
111.6 0.33 0.87 0.67
111.7 0.33 0.87 0.67
111.8 0.33 0.87 0.67
111.9 0.33 0.87 0.67
112.0 0.33 0.87 0.67
112.1 0.33 0.87 0.67
112.2 0.33 0.87 0.67
112.3 0.33 0.87 0.67
112.4 0.33 0.87 0.68
112.5 0.32 0.88 0.68
112.6 0.32 0.88 0.68
112.7 0.32 0.88 0.68
112.8 0.32 0.88 0.68
112.9 0.32 0.88 0.68
113.0 0.32 0.88 0.68
113.1 0.32 0.88 0.68
113.2 0.32 0.88 0.68
113.3 0.32 0.88 0.68
113.4 0.32 0.88 0.68
113.5 0.32 0.88 0.68
113.6 0.32 0.88 0.68
113.7 0.32 0.88 0.68
113.8 0.32 0.88 0.68
113.9 0.32 0.88 0.68
114.0 0.32 0.88 0.68
114.1 0.32 0.88 0.68
114.2 0.32 0.88 0.68
114.3 0.32 0.88 0.68
114.4 0.32 0.88 0.68
114.5 0.32 0.88 0.68
114.6 0.32 0.88 0.68
114.7 0.32 0.88 0.68
114.8 0.32 0.88 0.68
114.9 0.32 0.88 0.68
115.0 0.32 0.88 0.68
115.1 0.32 0.88 0.68
115.2 0.32 0.88 0.68
115.3 0.32 0.88 0.68
115.4 0.32 0.88 0.68
115.5 0.32 0.88 0.68
115.6 0.31 0.89 0.69
115.7 0.31 0.89 0.69
115.8 0.31 0.89 0.69
115.9 0.31 0.89 0.69
116.0 0.31 0.89 0.69
116.1 0.31 0.89 0.69
116.2 0.31 0.89 0.69
116.3 0.31 0.89 0.69
116.4 0.31 0.89 0.69
116.5 0.31 0.89 0.69
116.6 0.31 0.89 0.69
116.7 0.31 0.89 0.69
116.8 0.31 0.89 0.69
116.9 0.31 0.89 0.69
117.0 0.31 0.89 0.69
117.1 0.31 0.89 0.69
117.2 0.31 0.89 0.69
117.3 0.31 0.89 0.69
117.4 0.31 0.89 0.69
117.5 0.31 0.89 0.69
117.6 0.31 0.89 0.69
117.7 0.31 0.89 0.69
117.8 0.31 0.89 0.69
117.9 0.31 0.89 0.69
118.0 0.31 0.89 0.69
118.1 0.31 0.89 0.69
118.2 0.31 0.89 0.69
118.3 0.31 0.89 0.69
118.4 0.31 0.89 0.69
118.5 0.31 0.89 0.69
118.6 0.31 0.89 0.69
118.7 0.31 0.89 0.69
118.8 0.3 0.9 0.7
118.9 0.3 0.9 0.7
119.0 0.3 0.9 0.7
119.1 0.3 0.9 0.7
119.2 0.3 0.9 0.7
119.3 0.3 0.9 0.7
119.4 0.3 0.9 0.7
119.5 0.3 0.9 0.7
119.6 0.3 0.9 0.7
119.7 0.3 0.9 0.7
119.8 0.3 0.9 0.7
119.9 0.3 0.9 0.7
120.0 0.3 0.9 0.7
120.1 0.3 0.9 0.7
120.2 0.3 0.9 0.7
120.3 0.3 0.9 0.7
120.4 0.3 0.9 0.7
120.5 0.3 0.9 0.7
120.6 0.3 0.9 0.7
120.7 0.3 0.9 0.7
120.8 0.3 0.9 0.7
120.9 0.3 0.9 0.7
121.0 0.3 0.9 0.7
121.1 0.3 0.9 0.7
121.2 0.3 0.9 0.7
121.3 0.3 0.9 0.7
121.4 0.3 0.9 0.7
121.5 0.3 0.9 0.7
121.6 0.3 0.9 0.7
121.7 0.3 0.9 0.7
121.8 0.3 0.9 0.7
121.9 0.3 0.9 0.7
122.0 0.3 0.9 0.7
122.1 0.3 0.9 0.71
122.2 0.29 0.91 0.71
122.3 0.29 0.91 0.71
122.4 0.29 0.91 0.71
122.5 0.29 0.91 0.71
122.6 0.29 0.91 0.71
122.7 0.29 0.91 0.71
122.8 0.29 0.91 0.71
122.9 0.29 0.91 0.71
123.0 0.29 0.91 0.71
123.1 0.29 0.91 0.71
123.2 0.29 0.91 0.71
123.3 0.29 0.91 0.71
123.4 0.29 0.91 0.71
123.5 0.29 0.91 0.71
123.6 0.29 0.91 0.71
123.7 0.29 0.91 0.71
123.8 0.29 0.91 0.71
123.9 0.29 0.91 0.71
124.0 0.29 0.91 0.71
124.1 0.29 0.91 0.71
124.2 0.29 0.91 0.71
124.3 0.29 0.91 0.71
124.4 0.29 0.91 0.71
124.5 0.29 0.91 0.71
124.6 0.29 0.91 0.71
124.7 0.29 0.91 0.71
124.8 0.29 0.91 0.71
124.9 0.29 0.91 0.71
125.0 0.29 0.91 0.71
125.1 0.29 0.91 0.71
125.2 0.29 0.91 0.71
125.3 0.29 0.91 0.71
125.4 0.29 0.91 0.71
125.5 0.29 0.91 0.71
125.6 0.28 0.92 0.72
125.7 0.28 0.92 0.72
125.8 0.28 0.92 0.72
125.9 0.28 0.92 0.72
126.0 0.28 0.92 0.72
126.1 0.28 0.92 0.72
126.2 0.28 0.92 0.72
126.3 0.28 0.92 0.72
126.4 0.28 0.92 0.72
126.5 0.28 0.92 0.72
126.6 0.28 0.92 0.72
126.7 0.28 0.92 0.72
126.8 0.28 0.92 0.72
126.9 0.28 0.92 0.72
127.0 0.28 0.92 0.72
127.1 0.28 0.92 0.72
127.2 0.28 0.92 0.72
127.3 0.28 0.92 0.72
127.4 0.28 0.92 0.72
127.5 0.28 0.92 0.72
127.6 0.28 0.92 0.72
127.7 0.28 0.92 0.72
127.8 0.28 0.92 0.72
127.9 0.28 0.92 0.72
128.0 0.28 0.92 0.72
128.1 0.28 0.92 0.72
128.2 0.28 0.92 0.72
128.3 0.28 0.92 0.72
128.4 0.28 0.92 0.72
128.5 0.28 0.92 0.72
128.6 0.28 0.92 0.72
128.7 0.28 0.92 0.72
128.8 0.28 0.92 0.72
128.9 0.28 0.92 0.72
129.0 0.28 0.92 0.72
129.1 0.28 0.92 0.72
129.2 0.27 0.93 0.73
129.3 0.27 0.93 0.73
129.4 0.27 0.93 0.73
129.5 0.27 0.93 0.73
129.6 0.27 0.93 0.73
129.7 0.27 0.93 0.73
129.8 0.27 0.93 0.73
129.9 0.27 0.93 0.73
130.0 0.27 0.93 0.73
130.1 0.27 0.93 0.73
130.2 0.27 0.93 0.73
130.3 0.27 0.93 0.73
130.4 0.27 0.93 0.73
130.5 0.27 0.93 0.73
130.6 0.27 0.93 0.73
130.7 0.27 0.93 0.73
130.8 0.27 0.93 0.73
130.9 0.27 0.93 0.73
131.0 0.27 0.93 0.73
131.1 0.27 0.93 0.73
131.2 0.27 0.93 0.73
131.3 0.27 0.93 0.73
131.4 0.27 0.93 0.73
131.5 0.27 0.93 0.73
131.6 0.27 0.93 0.73
131.7 0.27 0.93 0.73
131.8 0.27 0.93 0.73
131.9 0.27 0.93 0.73
132.0 0.27 0.93 0.73
132.1 0.27 0.93 0.73
132.2 0.27 0.93 0.73
132.3 0.27 0.93 0.73
132.4 0.27 0.93 0.73
132.5 0.27 0.93 0.73
132.6 0.27 0.93 0.73
132.7 0.27 0.93 0.73
132.8 0.27 0.93 0.73
132.9 0.26 0.94 0.74
133.0 0.26 0.94 0.74
133.1 0.26 0.94 0.74
133.2 0.26 0.94 0.74
133.3 0.26 0.94 0.74
133.4 0.26 0.94 0.74
133.5 0.26 0.94 0.74
133.6 0.26 0.94 0.74
133.7 0.26 0.94 0.74
133.8 0.26 0.94 0.74
133.9 0.26 0.94 0.74
134.0 0.26 0.94 0.74
134.1 0.26 0.94 0.74
134.2 0.26 0.94 0.74
134.3 0.26 0.94 0.74
134.4 0.26 0.94 0.74
134.5 0.26 0.94 0.74
134.6 0.26 0.94 0.74
134.7 0.26 0.94 0.74
134.8 0.26 0.94 0.74
134.9 0.26 0.94 0.74
135.0 0.26 0.94 0.74
135.1 0.26 0.94 0.74
135.2 0.26 0.94 0.74
135.3 0.26 0.94 0.74
135.4 0.26 0.94 0.74
135.5 0.26 0.94 0.74
135.6 0.26 0.94 0.74
135.7 0.26 0.94 0.74
135.8 0.26 0.94 0.74
135.9 0.26 0.94 0.74
136.0 0.26 0.94 0.74
136.1 0.26 0.94 0.74
136.2 0.26 0.94 0.74
136.3 0.26 0.94 0.74
136.4 0.26 0.94 0.74
136.5 0.26 0.94 0.74
136.6 0.26 0.94 0.74
136.7 0.26 0.94 0.75
136.8 0.25 0.95 0.75
136.9 0.25 0.95 0.75
137.0 0.25 0.95 0.75
137.1 0.25 0.95 0.75
137.2 0.25 0.95 0.75
137.3 0.25 0.95 0.75
137.4 0.25 0.95 0.75
137.5 0.25 0.95 0.75
137.6 0.25 0.95 0.75
137.7 0.25 0.95 0.75
137.8 0.25 0.95 0.75
137.9 0.25 0.95 0.75
138.0 0.25 0.95 0.75
138.1 0.25 0.95 0.75
138.2 0.25 0.95 0.75
138.3 0.25 0.95 0.75
138.4 0.25 0.95 0.75
138.5 0.25 0.95 0.75
138.6 0.25 0.95 0.75
138.7 0.25 0.95 0.75
138.8 0.25 0.95 0.75
138.9 0.25 0.95 0.75
139.0 0.25 0.95 0.75
139.1 0.25 0.95 0.75
139.2 0.25 0.95 0.75
139.3 0.25 0.95 0.75
139.4 0.25 0.95 0.75
139.5 0.25 0.95 0.75
139.6 0.25 0.95 0.75
139.7 0.25 0.95 0.75
139.8 0.25 0.95 0.75
139.9 0.25 0.95 0.75
140.0 0.25 0.95 0.75
140.1 0.25 0.95 0.75
140.2 0.25 0.95 0.75
140.3 0.25 0.95 0.75
140.4 0.25 0.95 0.75
140.5 0.25 0.95 0.75
140.6 0.25 0.95 0.75
140.7 0.25 0.95 0.76
140.8 0.24 0.96 0.76
140.9 0.24 0.96 0.76
141.0 0.24 0.96 0.76
141.1 0.24 0.96 0.76
141.2 0.24 0.96 0.76
141.3 0.24 0.96 0.76
141.4 0.24 0.96 0.76
141.5 0.24 0.96 0.76
141.6 0.24 0.96 0.76
141.7 0.24 0.96 0.76
141.8 0.24 0.96 0.76
141.9 0.24 0.96 0.76
142.0 0.24 0.96 0.76
142.1 0.24 0.96 0.76
142.2 0.24 0.96 0.76
142.3 0.24 0.96 0.76
142.4 0.24 0.96 0.76
142.5 0.24 0.96 0.76
142.6 0.24 0.96 0.76
142.7 0.24 0.96 0.76
142.8 0.24 0.96 0.76
142.9 0.24 0.96 0.76
143.0 0.24 0.96 0.76
143.1 0.24 0.96 0.76
143.2 0.24 0.96 0.76
143.3 0.24 0.96 0.76
143.4 0.24 0.96 0.76
143.5 0.24 0.96 0.76
143.6 0.24 0.96 0.76
143.7 0.24 0.96 0.76
143.8 0.24 0.96 0.76
143.9 0.24 0.96 0.76
144.0 0.24 0.96 0.76
144.1 0.24 0.96 0.76
144.2 0.24 0.96 0.76
144.3 0.24 0.96 0.76
144.4 0.24 0.96 0.76
144.5 0.24 0.96 0.76
144.6 0.24 0.96 0.76
144.7 0.24 0.96 0.76
144.8 0.24 0.96 0.76
144.9 0.23 0.97 0.77
145.0 0.23 0.97 0.77
145.1 0.23 0.97 0.77
145.2 0.23 0.97 0.77
145.3 0.23 0.97 0.77
145.4 0.23 0.97 0.77
145.5 0.23 0.97 0.77
145.6 0.23 0.97 0.77
145.7 0.23 0.97 0.77
145.8 0.23 0.97 0.77
145.9 0.23 0.97 0.77
146.0 0.23 0.97 0.77
146.1 0.23 0.97 0.77
146.2 0.23 0.97 0.77
146.3 0.23 0.97 0.77
146.4 0.23 0.97 0.77
146.5 0.23 0.97 0.77
146.6 0.23 0.97 0.77
146.7 0.23 0.97 0.77
146.8 0.23 0.97 0.77
146.9 0.23 0.97 0.77
147.0 0.23 0.97 0.77
147.1 0.23 0.97 0.77
147.2 0.23 0.97 0.77
147.3 0.23 0.97 0.77
147.4 0.23 0.97 0.77
147.5 0.23 0.97 0.77
147.6 0.23 0.97 0.77
147.7 0.23 0.97 0.77
147.8 0.23 0.97 0.77
147.9 0.23 0.97 0.77
148.0 0.23 0.97 0.77
148.1 0.23 0.97 0.77
148.2 0.23 0.97 0.77
148.3 0.23 0.97 0.77
148.4 0.23 0.97 0.77
148.5 0.23 0.97 0.77
148.6 0.23 0.97 0.77
148.7 0.23 0.97 0.77
148.8 0.23 0.97 0.77
148.9 0.23 0.97 0.77
149.0 0.23 0.97 0.77
149.1 0.23 0.97 0.77
149.2 0.23 0.97 0.77
149.3 0.22 0.98 0.78
149.4 0.22 0.98 0.78
149.5 0.22 0.98 0.78
149.6 0.22 0.98 0.78
149.7 0.22 0.98 0.78
149.8 0.22 0.98 0.78
149.9 0.22 0.98 0.78
150.0 0.22 0.98 0.78
150.1 0.22 0.98 0.78
150.2 0.22 0.98 0.78
150.3 0.22 0.98 0.78
150.4 0.22 0.98 0.78
150.5 0.22 0.98 0.78
150.6 0.22 0.98 0.78
150.7 0.22 0.98 0.78
150.8 0.22 0.98 0.78
150.9 0.22 0.98 0.78
151.0 0.22 0.98 0.78
151.1 0.22 0.98 0.78
151.2 0.22 0.98 0.78
151.3 0.22 0.98 0.78
151.4 0.22 0.98 0.78
151.5 0.22 0.98 0.78
151.6 0.22 0.98 0.78
151.7 0.22 0.98 0.78
151.8 0.22 0.98 0.78
151.9 0.22 0.98 0.78
152.0 0.22 0.98 0.78
152.1 0.22 0.98 0.78
152.2 0.22 0.98 0.78
152.3 0.22 0.98 0.78
152.4 0.22 0.98 0.78
152.5 0.22 0.98 0.78
152.6 0.22 0.98 0.78
152.7 0.22 0.98 0.78
152.8 0.22 0.98 0.78
152.9 0.22 0.98 0.78
153.0 0.22 0.98 0.78
153.1 0.22 0.98 0.78
153.2 0.22 0.98 0.78
153.3 0.22 0.98 0.78
153.4 0.22 0.98 0.78
153.5 0.22 0.98 0.78
153.6 0.22 0.98 0.78
153.7 0.22 0.98 0.78
153.8 0.22 0.98 0.79
153.9 0.21 0.99 0.79
154.0 0.21 0.99 0.79
154.1 0.21 0.99 0.79
154.2 0.21 0.99 0.79
154.3 0.21 0.99 0.79
154.4 0.21 0.99 0.79
154.5 0.21 0.99 0.79
154.6 0.21 0.99 0.79
154.7 0.21 0.99 0.79
154.8 0.21 0.99 0.79
154.9 0.21 0.99 0.79
155.0 0.21 0.99 0.79
155.1 0.21 0.99 0.79
155.2 0.21 0.99 0.79
155.3 0.21 0.99 0.79
155.4 0.21 0.99 0.79
155.5 0.21 0.99 0.79
155.6 0.21 0.99 0.79
155.7 0.21 0.99 0.79
155.8 0.21 0.99 0.79
155.9 0.21 0.99 0.79
156.0 0.21 0.99 0.79
156.1 0.21 0.99 0.79
156.2 0.21 0.99 0.79
156.3 0.21 0.99 0.79
156.4 0.21 0.99 0.79
156.5 0.21 0.99 0.79
156.6 0.21 0.99 0.79
156.7 0.21 0.99 0.79
156.8 0.21 0.99 0.79
156.9 0.21 0.99 0.79
157.0 0.21 0.99 0.79
157.1 0.21 0.99 0.79
157.2 0.21 0.99 0.79
157.3 0.21 0.99 0.79
157.4 0.21 0.99 0.79
157.5 0.21 0.99 0.79
157.6 0.21 0.99 0.79
157.7 0.21 0.99 0.79
157.8 0.21 0.99 0.79
157.9 0.21 0.99 0.79
158.0 0.21 0.99 0.79
158.1 0.21 0.99 0.79
158.2 0.21 0.99 0.79
158.3 0.21 0.99 0.79
158.4 0.21 0.99 0.79
158.5 0.21 0.99 0.79
158.6 0.2 1.0 0.8
158.7 0.2 1.0 0.8
158.8 0.2 1.0 0.8
158.9 0.2 1.0 0.8
159.0 0.2 1.0 0.8
159.1 0.2 1.0 0.8
159.2 0.2 1.0 0.8
159.3 0.2 1.0 0.8
159.4 0.2 1.0 0.8
159.5 0.2 1.0 0.8
159.6 0.2 1.0 0.8
159.7 0.2 1.0 0.8
159.8 0.2 1.0 0.8
159.9 0.2 1.0 0.8
160.0 0.2 1.0 0.8
160.1 0.2 1.0 0.8
160.2 0.2 1.0 0.8
160.3 0.2 1.0 0.8
160.4 0.2 1.0 0.8
160.5 0.2 1.0 0.8
160.6 0.2 1.0 0.8
160.7 0.2 1.0 0.8
160.8 0.2 1.0 0.8
160.9 0.2 1.0 0.8
161.0 0.2 1.0 0.8
161.1 0.2 1.0 0.8
161.2 0.2 1.0 0.8
161.3 0.2 1.0 0.8
161.4 0.2 1.0 0.8
161.5 0.2 1.0 0.8
161.6 0.2 1.0 0.8
161.7 0.2 1.0 0.8
161.8 0.2 1.0 0.8
161.9 0.2 1.0 0.8
162.0 0.2 1.0 0.8
162.1 0.2 1.0 0.8
162.2 0.2 1.0 0.8
162.3 0.2 1.0 0.8
162.4 0.2 1.0 0.8
162.5 0.2 1.0 0.8
162.6 0.2 1.0 0.8
162.7 0.2 1.0 0.8
162.8 0.2 1.0 0.8
162.9 0.2 1.0 0.8
163.0 0.2 1.0 0.8
163.1 0.2 1.0 0.8
163.2 0.2 1.0 0.8
163.3 0.2 1.0 0.8
163.4 0.2 1.0 0.8
163.5 0.2 1.0 0.8
163.6 0.2 1.0 0.81
163.7 0.19 1.01 0.81
163.8 0.19 1.01 0.81
163.9 0.19 1.01 0.81
164.0 0.19 1.01 0.81
164.1 0.19 1.01 0.81
164.2 0.19 1.01 0.81
164.3 0.19 1.01 0.81
164.4 0.19 1.01 0.81
164.5 0.19 1.01 0.81
164.6 0.19 1.01 0.81
164.7 0.19 1.01 0.81
164.8 0.19 1.01 0.81
164.9 0.19 1.01 0.81
165.0 0.19 1.01 0.81
165.1 0.19 1.01 0.81
165.2 0.19 1.01 0.81
165.3 0.19 1.01 0.81
165.4 0.19 1.01 0.81
165.5 0.19 1.01 0.81
165.6 0.19 1.01 0.81
165.7 0.19 1.01 0.81
165.8 0.19 1.01 0.81
165.9 0.19 1.01 0.81
166.0 0.19 1.01 0.81
166.1 0.19 1.01 0.81
166.2 0.19 1.01 0.81
166.3 0.19 1.01 0.81
166.4 0.19 1.01 0.81
166.5 0.19 1.01 0.81
166.6 0.19 1.01 0.81
166.7 0.19 1.01 0.81
166.8 0.19 1.01 0.81
166.9 0.19 1.01 0.81
167.0 0.19 1.01 0.81
167.1 0.19 1.01 0.81
167.2 0.19 1.01 0.81
167.3 0.19 1.01 0.81
167.4 0.19 1.01 0.81
167.5 0.19 1.01 0.81
167.6 0.19 1.01 0.81
167.7 0.19 1.01 0.81
167.8 0.19 1.01 0.81
167.9 0.19 1.01 0.81
168.0 0.19 1.01 0.81
168.1 0.19 1.01 0.81
168.2 0.19 1.01 0.81
168.3 0.19 1.01 0.81
168.4 0.19 1.01 0.81
168.5 0.19 1.01 0.81
168.6 0.19 1.01 0.81
168.7 0.19 1.01 0.81
168.8 0.19 1.01 0.81
168.9 0.18 1.02 0.82
169.0 0.18 1.02 0.82
169.1 0.18 1.02 0.82
169.2 0.18 1.02 0.82
169.3 0.18 1.02 0.82
169.4 0.18 1.02 0.82
169.5 0.18 1.02 0.82
169.6 0.18 1.02 0.82
169.7 0.18 1.02 0.82
169.8 0.18 1.02 0.82
169.9 0.18 1.02 0.82
170.0 0.18 1.02 0.82
170.1 0.18 1.02 0.82
170.2 0.18 1.02 0.82
170.3 0.18 1.02 0.82
170.4 0.18 1.02 0.82
170.5 0.18 1.02 0.82
170.6 0.18 1.02 0.82
170.7 0.18 1.02 0.82
170.8 0.18 1.02 0.82
170.9 0.18 1.02 0.82
171.0 0.18 1.02 0.82
171.1 0.18 1.02 0.82
171.2 0.18 1.02 0.82
171.3 0.18 1.02 0.82
171.4 0.18 1.02 0.82
171.5 0.18 1.02 0.82
171.6 0.18 1.02 0.82
171.7 0.18 1.02 0.82
171.8 0.18 1.02 0.82
171.9 0.18 1.02 0.82
172.0 0.18 1.02 0.82
172.1 0.18 1.02 0.82
172.2 0.18 1.02 0.82
172.3 0.18 1.02 0.82
172.4 0.18 1.02 0.82
172.5 0.18 1.02 0.82
172.6 0.18 1.02 0.82
172.7 0.18 1.02 0.82
172.8 0.18 1.02 0.82
172.9 0.18 1.02 0.82
173.0 0.18 1.02 0.82
173.1 0.18 1.02 0.82
173.2 0.18 1.02 0.82
173.3 0.18 1.02 0.82
173.4 0.18 1.02 0.82
173.5 0.18 1.02 0.82
173.6 0.18 1.02 0.82
173.7 0.18 1.02 0.82
173.8 0.18 1.02 0.82
173.9 0.18 1.02 0.82
174.0 0.18 1.02 0.82
174.1 0.18 1.02 0.82
174.2 0.18 1.02 0.82
