Time   [A]   [B] 
75.04 322.55 677.49
75.05 322.52 677.52
75.06 322.49 677.55
75.07 322.46 677.58
75.08 322.43 677.61
75.09 322.4 677.64
75.1 322.36 677.67
75.11 322.33 677.7
75.12 322.3 677.73
75.13 322.27 677.76
75.14 322.24 677.79
75.15 322.21 677.82
75.16 322.18 677.85
75.17 322.15 677.88
75.18 322.12 677.91
75.19 322.09 677.94
75.2 322.06 677.97
75.21 322.03 678.01
75.22 322.0 678.04
75.23 321.97 678.07
75.24 321.94 678.1
75.25 321.91 678.13
75.26 321.88 678.16
75.27 321.85 678.19
75.28 321.82 678.22
75.29 321.79 678.25
75.3 321.75 678.28
75.31 321.72 678.31
75.32 321.69 678.34
75.33 321.66 678.37
75.34 321.63 678.4
75.35 321.6 678.43
75.36 321.57 678.46
75.37 321.54 678.49
75.38 321.51 678.52
75.39 321.48 678.55
75.4 321.45 678.58
75.41 321.42 678.61
75.42 321.39 678.64
75.43 321.36 678.67
75.44 321.33 678.7
75.45 321.3 678.74
75.46 321.27 678.77
75.47 321.24 678.8
75.48 321.21 678.83
75.49 321.18 678.86
75.5 321.15 678.89
75.51 321.12 678.92
75.52 321.09 678.95
75.53 321.06 678.98
75.54 321.03 679.01
75.55 321.0 679.04
75.56 320.97 679.07
75.57 320.94 679.1
75.58 320.91 679.13
75.59 320.88 679.16
75.6 320.84 679.19
75.61 320.81 679.22
75.62 320.78 679.25
75.63 320.75 679.28
75.64 320.72 679.31
75.65 320.69 679.34
75.66 320.66 679.37
75.67 320.63 679.4
75.68 320.6 679.43
75.69 320.57 679.46
75.7 320.54 679.49
75.71 320.51 679.52
75.72 320.48 679.55
75.73 320.45 679.58
75.74 320.42 679.61
75.75 320.39 679.64
75.76 320.36 679.67
75.77 320.33 679.7
75.78 320.3 679.73
75.79 320.27 679.76
75.8 320.24 679.79
75.81 320.21 679.82
75.82 320.18 679.85
75.83 320.15 679.88
75.84 320.12 679.91
75.85 320.09 679.94
75.86 320.06 679.97
75.87 320.03 680.0
75.88 320.0 680.03
75.89 319.97 680.06
75.9 319.94 680.09
75.91 319.91 680.12
75.92 319.88 680.15
75.93 319.85 680.18
75.94 319.82 680.21
75.95 319.79 680.24
75.96 319.76 680.27
75.97 319.73 680.3
75.98 319.7 680.33
75.99 319.67 680.36
76.0 319.64 680.39
76.01 319.61 680.42
76.02 319.58 680.45
76.03 319.55 680.48
76.04 319.52 680.51
76.05 319.49 680.54
76.06 319.46 680.57
76.07 319.43 680.6
76.08 319.4 680.63
76.09 319.37 680.66
76.1 319.34 680.69
76.11 319.31 680.72
76.12 319.28 680.75
76.13 319.25 680.78
76.14 319.22 680.81
76.15 319.19 680.84
76.16 319.16 680.87
76.17 319.13 680.9
76.18 319.11 680.93
76.19 319.08 680.96
76.2 319.05 680.99
76.21 319.02 681.02
76.22 318.99 681.05
76.23 318.96 681.08
76.24 318.93 681.11
76.25 318.9 681.14
76.26 318.87 681.17
76.27 318.84 681.2
76.28 318.81 681.23
76.29 318.78 681.26
76.3 318.75 681.29
76.31 318.72 681.32
76.32 318.69 681.35
76.33 318.66 681.37
76.34 318.63 681.4
76.35 318.6 681.43
76.36 318.57 681.46
76.37 318.54 681.49
76.38 318.51 681.52
76.39 318.48 681.55
76.4 318.45 681.58
76.41 318.42 681.61
76.42 318.39 681.64
76.43 318.36 681.67
76.44 318.33 681.7
76.45 318.3 681.73
76.46 318.27 681.76
76.47 318.24 681.79
76.48 318.22 681.82
76.49 318.19 681.85
76.5 318.16 681.88
76.51 318.13 681.91
76.52 318.1 681.94
76.53 318.07 681.97
76.54 318.04 682.0
76.55 318.01 682.03
76.56 317.98 682.06
76.57 317.95 682.08
76.58 317.92 682.11
76.59 317.89 682.14
76.6 317.86 682.17
76.61 317.83 682.2
76.62 317.8 682.23
76.63 317.77 682.26
76.64 317.74 682.29
76.65 317.71 682.32
76.66 317.68 682.35
76.67 317.66 682.38
76.68 317.63 682.41
76.69 317.6 682.44
76.7 317.57 682.47
76.71 317.54 682.5
76.72 317.51 682.53
76.73 317.48 682.56
76.74 317.45 682.58
76.75 317.42 682.61
76.76 317.39 682.64
76.77 317.36 682.67
76.78 317.33 682.7
76.79 317.3 682.73
76.8 317.27 682.76
76.81 317.24 682.79
76.82 317.21 682.82
76.83 317.19 682.85
76.84 317.16 682.88
76.85 317.13 682.91
76.86 317.1 682.94
76.87 317.07 682.97
76.88 317.04 683.0
76.89 317.01 683.02
76.9 316.98 683.05
76.91 316.95 683.08
76.92 316.92 683.11
76.93 316.89 683.14
76.94 316.86 683.17
76.95 316.83 683.2
76.96 316.81 683.23
76.97 316.78 683.26
76.98 316.75 683.29
76.99 316.72 683.32
77.0 316.69 683.35
77.01 316.66 683.37
77.02 316.63 683.4
77.03 316.6 683.43
77.04 316.57 683.46
77.05 316.54 683.49
77.06 316.51 683.52
77.07 316.48 683.55
77.08 316.46 683.58
77.09 316.43 683.61
77.1 316.4 683.64
77.11 316.37 683.67
77.12 316.34 683.7
77.13 316.31 683.72
77.14 316.28 683.75
77.15 316.25 683.78
77.16 316.22 683.81
77.17 316.19 683.84
77.18 316.16 683.87
77.19 316.14 683.9
77.2 316.11 683.93
77.21 316.08 683.96
77.22 316.05 683.99
77.23 316.02 684.01
77.24 315.99 684.04
77.25 315.96 684.07
77.26 315.93 684.1
77.27 315.9 684.13
77.28 315.87 684.16
77.29 315.85 684.19
77.3 315.82 684.22
77.31 315.79 684.25
77.32 315.76 684.28
77.33 315.73 684.3
77.34 315.7 684.33
77.35 315.67 684.36
77.36 315.64 684.39
77.37 315.61 684.42
77.38 315.59 684.45
77.39 315.56 684.48
77.4 315.53 684.51
77.41 315.5 684.54
77.42 315.47 684.56
77.43 315.44 684.59
77.44 315.41 684.62
77.45 315.38 684.65
77.46 315.35 684.68
77.47 315.33 684.71
77.48 315.3 684.74
77.49 315.27 684.77
77.5 315.24 684.8
77.51 315.21 684.82
77.52 315.18 684.85
77.53 315.15 684.88
77.54 315.12 684.91
77.55 315.09 684.94
77.56 315.07 684.97
77.57 315.04 685.0
77.58 315.01 685.03
77.59 314.98 685.05
77.6 314.95 685.08
77.61 314.92 685.11
77.62 314.89 685.14
77.63 314.86 685.17
77.64 314.84 685.2
77.65 314.81 685.23
77.66 314.78 685.26
77.67 314.75 685.28
77.68 314.72 685.31
77.69 314.69 685.34
77.7 314.66 685.37
77.71 314.64 685.4
77.72 314.61 685.43
77.73 314.58 685.46
77.74 314.55 685.48
77.75 314.52 685.51
77.76 314.49 685.54
77.77 314.46 685.57
77.78 314.43 685.6
77.79 314.41 685.63
77.8 314.38 685.66
77.81 314.35 685.69
77.82 314.32 685.71
77.83 314.29 685.74
77.84 314.26 685.77
77.85 314.23 685.8
77.86 314.21 685.83
77.87 314.18 685.86
77.88 314.15 685.89
77.89 314.12 685.91
77.9 314.09 685.94
77.91 314.06 685.97
77.92 314.04 686.0
77.93 314.01 686.03
77.94 313.98 686.06
77.95 313.95 686.08
77.96 313.92 686.11
77.97 313.89 686.14
77.98 313.86 686.17
77.99 313.84 686.2
78.0 313.81 686.23
78.01 313.78 686.26
78.02 313.75 686.28
78.03 313.72 686.31
78.04 313.69 686.34
78.05 313.67 686.37
78.06 313.64 686.4
78.07 313.61 686.43
78.08 313.58 686.45
78.09 313.55 686.48
78.1 313.52 686.51
78.11 313.49 686.54
78.12 313.47 686.57
78.13 313.44 686.6
78.14 313.41 686.62
78.15 313.38 686.65
78.16 313.35 686.68
78.17 313.32 686.71
78.18 313.3 686.74
78.19 313.27 686.77
78.2 313.24 686.79
78.21 313.21 686.82
78.22 313.18 686.85
78.23 313.15 686.88
78.24 313.13 686.91
78.25 313.1 686.94
78.26 313.07 686.96
78.27 313.04 686.99
78.28 313.01 687.02
78.29 312.99 687.05
78.3 312.96 687.08
78.31 312.93 687.11
78.32 312.9 687.13
78.33 312.87 687.16
78.34 312.84 687.19
78.35 312.82 687.22
78.36 312.79 687.25
78.37 312.76 687.27
78.38 312.73 687.3
78.39 312.7 687.33
78.4 312.67 687.36
78.41 312.65 687.39
78.42 312.62 687.42
78.43 312.59 687.44
78.44 312.56 687.47
78.45 312.53 687.5
78.46 312.51 687.53
78.47 312.48 687.56
78.48 312.45 687.58
78.49 312.42 687.61
78.5 312.39 687.64
78.51 312.37 687.67
78.52 312.34 687.7
78.53 312.31 687.73
78.54 312.28 687.75
78.55 312.25 687.78
78.56 312.23 687.81
78.57 312.2 687.84
78.58 312.17 687.87
78.59 312.14 687.89
78.6 312.11 687.92
78.61 312.08 687.95
78.62 312.06 687.98
78.63 312.03 688.01
78.64 312.0 688.03
78.65 311.97 688.06
78.66 311.94 688.09
78.67 311.92 688.12
78.68 311.89 688.15
78.69 311.86 688.17
78.7 311.83 688.2
78.71 311.8 688.23
78.72 311.78 688.26
78.73 311.75 688.29
78.74 311.72 688.31
78.75 311.69 688.34
78.76 311.67 688.37
78.77 311.64 688.4
78.78 311.61 688.42
78.79 311.58 688.45
78.8 311.55 688.48
78.81 311.53 688.51
78.82 311.5 688.54
78.83 311.47 688.56
78.84 311.44 688.59
78.85 311.41 688.62
78.86 311.39 688.65
78.87 311.36 688.68
78.88 311.33 688.7
78.89 311.3 688.73
78.9 311.28 688.76
78.91 311.25 688.79
78.92 311.22 688.81
78.93 311.19 688.84
78.94 311.16 688.87
78.95 311.14 688.9
78.96 311.11 688.93
78.97 311.08 688.95
78.98 311.05 688.98
78.99 311.03 689.01
79.0 311.0 689.04
79.01 310.97 689.06
79.02 310.94 689.09
79.03 310.91 689.12
79.04 310.89 689.15
79.05 310.86 689.18
79.06 310.83 689.2
79.07 310.8 689.23
79.08 310.78 689.26
79.09 310.75 689.29
79.1 310.72 689.31
79.11 310.69 689.34
79.12 310.66 689.37
79.13 310.64 689.4
79.14 310.61 689.42
79.15 310.58 689.45
79.16 310.55 689.48
79.17 310.53 689.51
79.18 310.5 689.54
79.19 310.47 689.56
79.2 310.44 689.59
79.21 310.42 689.62
79.22 310.39 689.65
79.23 310.36 689.67
79.24 310.33 689.7
79.25 310.31 689.73
79.26 310.28 689.76
79.27 310.25 689.78
79.28 310.22 689.81
79.29 310.2 689.84
79.3 310.17 689.87
79.31 310.14 689.89
79.32 310.11 689.92
79.33 310.09 689.95
79.34 310.06 689.98
79.35 310.03 690.0
79.36 310.0 690.03
79.37 309.98 690.06
79.38 309.95 690.09
79.39 309.92 690.11
79.4 309.89 690.14
79.41 309.87 690.17
79.42 309.84 690.2
79.43 309.81 690.22
79.44 309.78 690.25
79.45 309.76 690.28
79.46 309.73 690.31
79.47 309.7 690.33
79.48 309.67 690.36
79.49 309.65 690.39
79.5 309.62 690.42
79.51 309.59 690.44
79.52 309.56 690.47
79.53 309.54 690.5
79.54 309.51 690.53
79.55 309.48 690.55
79.56 309.45 690.58
79.57 309.43 690.61
79.58 309.4 690.64
79.59 309.37 690.66
79.6 309.34 690.69
79.61 309.32 690.72
79.62 309.29 690.74
79.63 309.26 690.77
79.64 309.24 690.8
79.65 309.21 690.83
79.66 309.18 690.85
79.67 309.15 690.88
79.68 309.13 690.91
79.69 309.1 690.94
79.7 309.07 690.96
79.71 309.04 690.99
79.72 309.02 691.02
79.73 308.99 691.04
79.74 308.96 691.07
79.75 308.94 691.1
79.76 308.91 691.13
79.77 308.88 691.15
79.78 308.85 691.18
79.79 308.83 691.21
79.8 308.8 691.24
79.81 308.77 691.26
79.82 308.74 691.29
79.83 308.72 691.32
79.84 308.69 691.34
79.85 308.66 691.37
79.86 308.64 691.4
79.87 308.61 691.43
79.88 308.58 691.45
79.89 308.55 691.48
79.9 308.53 691.51
79.91 308.5 691.53
79.92 308.47 691.56
79.93 308.45 691.59
79.94 308.42 691.62
79.95 308.39 691.64
79.96 308.37 691.67
79.97 308.34 691.7
79.98 308.31 691.72
79.99 308.28 691.75
80.0 308.26 691.78
80.01 308.23 691.8
80.02 308.2 691.83
80.03 308.18 691.86
80.04 308.15 691.89
80.05 308.12 691.91
80.06 308.09 691.94
80.07 308.07 691.97
80.08 308.04 691.99
80.09 308.01 692.02
80.1 307.99 692.05
80.11 307.96 692.08
80.12 307.93 692.1
80.13 307.91 692.13
80.14 307.88 692.16
80.15 307.85 692.18
80.16 307.82 692.21
80.17 307.8 692.24
80.18 307.77 692.26
80.19 307.74 692.29
80.2 307.72 692.32
80.21 307.69 692.34
80.22 307.66 692.37
80.23 307.64 692.4
80.24 307.61 692.43
80.25 307.58 692.45
80.26 307.56 692.48
80.27 307.53 692.51
80.28 307.5 692.53
80.29 307.47 692.56
80.3 307.45 692.59
80.31 307.42 692.61
80.32 307.39 692.64
80.33 307.37 692.67
80.34 307.34 692.69
80.35 307.31 692.72
80.36 307.29 692.75
80.37 307.26 692.77
80.38 307.23 692.8
80.39 307.21 692.83
80.4 307.18 692.86
80.41 307.15 692.88
80.42 307.13 692.91
80.43 307.1 692.94
80.44 307.07 692.96
80.45 307.05 692.99
80.46 307.02 693.02
80.47 306.99 693.04
80.48 306.97 693.07
80.49 306.94 693.1
80.5 306.91 693.12
80.51 306.89 693.15
80.52 306.86 693.18
80.53 306.83 693.2
80.54 306.81 693.23
80.55 306.78 693.26
80.56 306.75 693.28
80.57 306.73 693.31
80.58 306.7 693.34
80.59 306.67 693.36
80.6 306.64 693.39
80.61 306.62 693.42
80.62 306.59 693.44
80.63 306.57 693.47
80.64 306.54 693.5
80.65 306.51 693.52
80.66 306.49 693.55
80.67 306.46 693.58
80.68 306.43 693.6
80.69 306.41 693.63
80.7 306.38 693.66
80.71 306.35 693.68
80.72 306.33 693.71
80.73 306.3 693.74
80.74 306.27 693.76
80.75 306.25 693.79
80.76 306.22 693.82
80.77 306.19 693.84
80.78 306.17 693.87
80.79 306.14 693.9
80.8 306.11 693.92
80.81 306.09 693.95
80.82 306.06 693.97
80.83 306.03 694.0
80.84 306.01 694.03
80.85 305.98 694.05
80.86 305.95 694.08
80.87 305.93 694.11
80.88 305.9 694.13
80.89 305.87 694.16
80.9 305.85 694.19
80.91 305.82 694.21
80.92 305.8 694.24
80.93 305.77 694.27
80.94 305.74 694.29
80.95 305.72 694.32
80.96 305.69 694.35
80.97 305.66 694.37
80.98 305.64 694.4
80.99 305.61 694.42
81.0 305.58 694.45
81.01 305.56 694.48
81.02 305.53 694.5
81.03 305.5 694.53
81.04 305.48 694.56
81.05 305.45 694.58
81.06 305.43 694.61
81.07 305.4 694.64
81.08 305.37 694.66
81.09 305.35 694.69
81.1 305.32 694.71
81.11 305.29 694.74
81.12 305.27 694.77
81.13 305.24 694.79
81.14 305.21 694.82
81.15 305.19 694.85
81.16 305.16 694.87
81.17 305.14 694.9
81.18 305.11 694.92
81.19 305.08 694.95
81.2 305.06 694.98
81.21 305.03 695.0
81.22 305.0 695.03
81.23 304.98 695.06
81.24 304.95 695.08
81.25 304.93 695.11
81.26 304.9 695.13
81.27 304.87 695.16
81.28 304.85 695.19
81.29 304.82 695.21
81.3 304.79 695.24
81.31 304.77 695.27
81.32 304.74 695.29
81.33 304.72 695.32
81.34 304.69 695.34
81.35 304.66 695.37
81.36 304.64 695.4
81.37 304.61 695.42
81.38 304.59 695.45
81.39 304.56 695.48
81.4 304.53 695.5
81.41 304.51 695.53
81.42 304.48 695.55
81.43 304.45 695.58
81.44 304.43 695.61
81.45 304.4 695.63
81.46 304.38 695.66
81.47 304.35 695.68
81.48 304.32 695.71
81.49 304.3 695.74
81.5 304.27 695.76
81.51 304.25 695.79
81.52 304.22 695.81
81.53 304.19 695.84
81.54 304.17 695.87
81.55 304.14 695.89
81.56 304.12 695.92
81.57 304.09 695.94
81.58 304.06 695.97
81.59 304.04 696.0
81.6 304.01 696.02
81.61 303.99 696.05
81.62 303.96 696.07
81.63 303.93 696.1
81.64 303.91 696.13
81.65 303.88 696.15
81.66 303.86 696.18
81.67 303.83 696.2
81.68 303.8 696.23
81.69 303.78 696.26
81.7 303.75 696.28
81.71 303.73 696.31
81.72 303.7 696.33
81.73 303.67 696.36
81.74 303.65 696.39
81.75 303.62 696.41
81.76 303.6 696.44
81.77 303.57 696.46
81.78 303.54 696.49
81.79 303.52 696.52
81.8 303.49 696.54
81.81 303.47 696.57
81.82 303.44 696.59
81.83 303.42 696.62
81.84 303.39 696.65
81.85 303.36 696.67
81.86 303.34 696.7
81.87 303.31 696.72
81.88 303.29 696.75
81.89 303.26 696.77
81.9 303.23 696.8
81.91 303.21 696.83
81.92 303.18 696.85
81.93 303.16 696.88
81.94 303.13 696.9
81.95 303.11 696.93
81.96 303.08 696.95
81.97 303.05 696.98
81.98 303.03 697.01
81.99 303.0 697.03
82.0 302.98 697.06
82.01 302.95 697.08
82.02 302.93 697.11
82.03 302.9 697.14
82.04 302.87 697.16
82.05 302.85 697.19
82.06 302.82 697.21
82.07 302.8 697.24
82.08 302.77 697.26
82.09 302.75 697.29
82.1 302.72 697.32
82.11 302.69 697.34
82.12 302.67 697.37
82.13 302.64 697.39
82.14 302.62 697.42
82.15 302.59 697.44
82.16 302.57 697.47
82.17 302.54 697.49
82.18 302.51 697.52
82.19 302.49 697.55
82.2 302.46 697.57
82.21 302.44 697.6
82.22 302.41 697.62
82.23 302.39 697.65
82.24 302.36 697.67
82.25 302.34 697.7
82.26 302.31 697.73
82.27 302.28 697.75
82.28 302.26 697.78
82.29 302.23 697.8
82.3 302.21 697.83
82.31 302.18 697.85
82.32 302.16 697.88
82.33 302.13 697.9
82.34 302.11 697.93
82.35 302.08 697.96
82.36 302.05 697.98
82.37 302.03 698.01
82.38 302.0 698.03
82.39 301.98 698.06
82.4 301.95 698.08
82.41 301.93 698.11
82.42 301.9 698.13
82.43 301.88 698.16
82.44 301.85 698.18
82.45 301.82 698.21
82.46 301.8 698.24
82.47 301.77 698.26
82.48 301.75 698.29
82.49 301.72 698.31
82.5 301.7 698.34
82.51 301.67 698.36
82.52 301.65 698.39
82.53 301.62 698.41
82.54 301.6 698.44
82.55 301.57 698.46
82.56 301.55 698.49
82.57 301.52 698.52
82.58 301.49 698.54
82.59 301.47 698.57
82.6 301.44 698.59
82.61 301.42 698.62
82.62 301.39 698.64
82.63 301.37 698.67
82.64 301.34 698.69
82.65 301.32 698.72
82.66 301.29 698.74
82.67 301.27 698.77
82.68 301.24 698.79
82.69 301.22 698.82
82.7 301.19 698.84
82.71 301.17 698.87
82.72 301.14 698.9
82.73 301.11 698.92
82.74 301.09 698.95
82.75 301.06 698.97
82.76 301.04 699.0
82.77 301.01 699.02
82.78 300.99 699.05
82.79 300.96 699.07
82.8 300.94 699.1
82.81 300.91 699.12
82.82 300.89 699.15
82.83 300.86 699.17
82.84 300.84 699.2
82.85 300.81 699.22
82.86 300.79 699.25
82.87 300.76 699.27
82.88 300.74 699.3
82.89 300.71 699.32
82.9 300.69 699.35
82.91 300.66 699.37
82.92 300.64 699.4
82.93 300.61 699.42
82.94 300.59 699.45
82.95 300.56 699.47
82.96 300.53 699.5
82.97 300.51 699.53
82.98 300.48 699.55
82.99 300.46 699.58
83.0 300.43 699.6
83.01 300.41 699.63
83.02 300.38 699.65
83.03 300.36 699.68
83.04 300.33 699.7
83.05 300.31 699.73
83.06 300.28 699.75
83.07 300.26 699.78
83.08 300.23 699.8
83.09 300.21 699.83
83.1 300.18 699.85
83.11 300.16 699.88
83.12 300.13 699.9
83.13 300.11 699.93
83.14 300.08 699.95
83.15 300.06 699.98
83.16 300.03 700.0
83.17 300.01 700.03
83.18 299.98 700.05
83.19 299.96 700.08
83.2 299.93 700.1
83.21 299.91 700.13
83.22 299.88 700.15
83.23 299.86 700.18
83.24 299.83 700.2
83.25 299.81 700.23
83.26 299.78 700.25
83.27 299.76 700.28
83.28 299.73 700.3
83.29 299.71 700.33
83.3 299.68 700.35
83.31 299.66 700.38
83.32 299.63 700.4
83.33 299.61 700.43
83.34 299.58 700.45
83.35 299.56 700.48
83.36 299.53 700.5
83.37 299.51 700.53
83.38 299.48 700.55
83.39 299.46 700.58
83.4 299.44 700.6
83.41 299.41 700.62
83.42 299.39 700.65
83.43 299.36 700.67
83.44 299.34 700.7
83.45 299.31 700.72
83.46 299.29 700.75
83.47 299.26 700.77
83.48 299.24 700.8
83.49 299.21 700.82
83.5 299.19 700.85
83.51 299.16 700.87
83.52 299.14 700.9
83.53 299.11 700.92
83.54 299.09 700.95
83.55 299.06 700.97
83.56 299.04 701.0
83.57 299.01 701.02
83.58 298.99 701.05
83.59 298.96 701.07
83.6 298.94 701.1
83.61 298.91 701.12
83.62 298.89 701.15
83.63 298.86 701.17
83.64 298.84 701.19
83.65 298.82 701.22
83.66 298.79 701.24
83.67 298.77 701.27
83.68 298.74 701.29
83.69 298.72 701.32
83.7 298.69 701.34
83.71 298.67 701.37
83.72 298.64 701.39
83.73 298.62 701.42
83.74 298.59 701.44
83.75 298.57 701.47
83.76 298.54 701.49
83.77 298.52 701.52
83.78 298.49 701.54
83.79 298.47 701.56
83.8 298.45 701.59
83.81 298.42 701.61
83.82 298.4 701.64
83.83 298.37 701.66
83.84 298.35 701.69
83.85 298.32 701.71
83.86 298.3 701.74
83.87 298.27 701.76
83.88 298.25 701.79
83.89 298.22 701.81
83.9 298.2 701.84
83.91 298.18 701.86
83.92 298.15 701.88
83.93 298.13 701.91
83.94 298.1 701.93
83.95 298.08 701.96
83.96 298.05 701.98
83.97 298.03 702.01
83.98 298.0 702.03
83.99 297.98 702.06
84.0 297.95 702.08
84.01 297.93 702.1
84.02 297.91 702.13
84.03 297.88 702.15
84.04 297.86 702.18
84.05 297.83 702.2
84.06 297.81 702.23
84.07 297.78 702.25
84.08 297.76 702.28
84.09 297.73 702.3
84.1 297.71 702.33
84.11 297.69 702.35
84.12 297.66 702.37
84.13 297.64 702.4
84.14 297.61 702.42
84.15 297.59 702.45
84.16 297.56 702.47
84.17 297.54 702.5
84.18 297.51 702.52
84.19 297.49 702.54
84.2 297.47 702.57
84.21 297.44 702.59
84.22 297.42 702.62
84.23 297.39 702.64
84.24 297.37 702.67
84.25 297.34 702.69
84.26 297.32 702.72
84.27 297.3 702.74
84.28 297.27 702.76
84.29 297.25 702.79
84.3 297.22 702.81
84.31 297.2 702.84
84.32 297.17 702.86
84.33 297.15 702.89
84.34 297.13 702.91
84.35 297.1 702.93
84.36 297.08 702.96
84.37 297.05 702.98
84.38 297.03 703.01
84.39 297.0 703.03
84.4 296.98 703.06
84.41 296.96 703.08
84.42 296.93 703.1
84.43 296.91 703.13
84.44 296.88 703.15
84.45 296.86 703.18
84.46 296.83 703.2
84.47 296.81 703.22
84.48 296.79 703.25
84.49 296.76 703.27
84.5 296.74 703.3
84.51 296.71 703.32
84.52 296.69 703.35
84.53 296.67 703.37
84.54 296.64 703.39
84.55 296.62 703.42
84.56 296.59 703.44
84.57 296.57 703.47
84.58 296.54 703.49
84.59 296.52 703.51
84.6 296.5 703.54
84.61 296.47 703.56
84.62 296.45 703.59
84.63 296.42 703.61
84.64 296.4 703.64
84.65 296.38 703.66
84.66 296.35 703.68
84.67 296.33 703.71
84.68 296.3 703.73
84.69 296.28 703.76
84.7 296.26 703.78
84.71 296.23 703.8
84.72 296.21 703.83
84.73 296.18 703.85
84.74 296.16 703.88
84.75 296.14 703.9
84.76 296.11 703.92
84.77 296.09 703.95
84.78 296.06 703.97
84.79 296.04 704.0
84.8 296.02 704.02
84.81 295.99 704.04
84.82 295.97 704.07
84.83 295.94 704.09
84.84 295.92 704.12
84.85 295.9 704.14
84.86 295.87 704.16
84.87 295.85 704.19
84.88 295.82 704.21
84.89 295.8 704.24
84.9 295.78 704.26
84.91 295.75 704.28
84.92 295.73 704.31
84.93 295.7 704.33
84.94 295.68 704.36
84.95 295.66 704.38
84.96 295.63 704.4
84.97 295.61 704.43
84.98 295.58 704.45
84.99 295.56 704.48
85.0 295.54 704.5
85.01 295.51 704.52
85.02 295.49 704.55
85.03 295.46 704.57
85.04 295.44 704.59
85.05 295.42 704.62
85.06 295.39 704.64
85.07 295.37 704.67
85.08 295.35 704.69
85.09 295.32 704.71
85.1 295.3 704.74
85.11 295.27 704.76
85.12 295.25 704.79
85.13 295.23 704.81
85.14 295.2 704.83
85.15 295.18 704.86
85.16 295.15 704.88
85.17 295.13 704.9
85.18 295.11 704.93
85.19 295.08 704.95
85.2 295.06 704.98
85.21 295.04 705.0
85.22 295.01 705.02
85.23 294.99 705.05
85.24 294.96 705.07
85.25 294.94 705.09
85.26 294.92 705.12
85.27 294.89 705.14
85.28 294.87 705.17
85.29 294.85 705.19
85.3 294.82 705.21
85.31 294.8 705.24
85.32 294.77 705.26
85.33 294.75 705.28
85.34 294.73 705.31
85.35 294.7 705.33
85.36 294.68 705.36
85.37 294.66 705.38
85.38 294.63 705.4
85.39 294.61 705.43
85.4 294.59 705.45
85.41 294.56 705.47
85.42 294.54 705.5
85.43 294.51 705.52
85.44 294.49 705.54
85.45 294.47 705.57
85.46 294.44 705.59
85.47 294.42 705.62
85.48 294.4 705.64
85.49 294.37 705.66
85.5 294.35 705.69
85.51 294.33 705.71
85.52 294.3 705.73
85.53 294.28 705.76
85.54 294.26 705.78
85.55 294.23 705.8
85.56 294.21 705.83
85.57 294.18 705.85
85.58 294.16 705.87
85.59 294.14 705.9
85.6 294.11 705.92
85.61 294.09 705.95
85.62 294.07 705.97
85.63 294.04 705.99
85.64 294.02 706.02
85.65 294.0 706.04
85.66 293.97 706.06
85.67 293.95 706.09
85.68 293.93 706.11
85.69 293.9 706.13
85.7 293.88 706.16
85.71 293.86 706.18
85.72 293.83 706.2
85.73 293.81 706.23
85.74 293.78 706.25
85.75 293.76 706.27
85.76 293.74 706.3
85.77 293.71 706.32
85.78 293.69 706.34
85.79 293.67 706.37
85.8 293.64 706.39
85.81 293.62 706.41
85.82 293.6 706.44
85.83 293.57 706.46
85.84 293.55 706.48
85.85 293.53 706.51
85.86 293.5 706.53
85.87 293.48 706.55
85.88 293.46 706.58
85.89 293.43 706.6
85.9 293.41 706.62
85.91 293.39 706.65
85.92 293.36 706.67
85.93 293.34 706.69
85.94 293.32 706.72
85.95 293.29 706.74
85.96 293.27 706.76
85.97 293.25 706.79
85.98 293.22 706.81
85.99 293.2 706.83
86.0 293.18 706.86
86.01 293.15 706.88
86.02 293.13 706.9
86.03 293.11 706.93
86.04 293.08 706.95
86.05 293.06 706.97
86.06 293.04 707.0
86.07 293.01 707.02
86.08 292.99 707.04
86.09 292.97 707.07
86.1 292.94 707.09
86.11 292.92 707.11
86.12 292.9 707.14
86.13 292.88 707.16
86.14 292.85 707.18
86.15 292.83 707.21
86.16 292.81 707.23
86.17 292.78 707.25
86.18 292.76 707.28
86.19 292.74 707.3
86.2 292.71 707.32
86.21 292.69 707.35
86.22 292.67 707.37
86.23 292.64 707.39
86.24 292.62 707.42
86.25 292.6 707.44
86.26 292.57 707.46
86.27 292.55 707.48
86.28 292.53 707.51
86.29 292.5 707.53
86.3 292.48 707.55
86.31 292.46 707.58
86.32 292.43 707.6
86.33 292.41 707.62
86.34 292.39 707.65
86.35 292.37 707.67
86.36 292.34 707.69
86.37 292.32 707.72
86.38 292.3 707.74
86.39 292.27 707.76
86.4 292.25 707.79
86.41 292.23 707.81
86.42 292.2 707.83
86.43 292.18 707.85
86.44 292.16 707.88
86.45 292.13 707.9
86.46 292.11 707.92
86.47 292.09 707.95
86.48 292.07 707.97
86.49 292.04 707.99
86.5 292.02 708.02
86.51 292.0 708.04
86.52 291.97 708.06
86.53 291.95 708.08
86.54 291.93 708.11
86.55 291.9 708.13
86.56 291.88 708.15
86.57 291.86 708.18
86.58 291.84 708.2
86.59 291.81 708.22
86.6 291.79 708.25
86.61 291.77 708.27
86.62 291.74 708.29
86.63 291.72 708.31
86.64 291.7 708.34
86.65 291.68 708.36
86.66 291.65 708.38
86.67 291.63 708.41
86.68 291.61 708.43
