Time   [A]   [B] 
11.66 797.7 202.31
11.67 797.55 202.46
11.68 797.4 202.61
11.69 797.25 202.76
11.7 797.1 202.91
11.71 796.95 203.06
11.72 796.8 203.21
11.73 796.66 203.35
11.74 796.51 203.5
11.75 796.36 203.65
11.76 796.21 203.8
11.77 796.06 203.95
11.78 795.91 204.1
11.79 795.76 204.25
11.8 795.61 204.4
11.81 795.46 204.55
11.82 795.31 204.7
11.83 795.17 204.84
11.84 795.02 204.99
11.85 794.87 205.14
11.86 794.72 205.29
11.87 794.57 205.44
11.88 794.42 205.59
11.89 794.27 205.74
11.9 794.13 205.89
11.91 793.98 206.03
11.92 793.83 206.18
11.93 793.68 206.33
11.94 793.53 206.48
11.95 793.38 206.63
11.96 793.23 206.78
11.97 793.09 206.92
11.98 792.94 207.07
11.99 792.79 207.22
12.0 792.64 207.37
12.01 792.49 207.52
12.02 792.35 207.67
12.03 792.2 207.81
12.04 792.05 207.96
12.05 791.9 208.11
12.06 791.75 208.26
12.07 791.61 208.41
12.08 791.46 208.55
12.09 791.31 208.7
12.1 791.16 208.85
12.11 791.01 209.0
12.12 790.87 209.14
12.13 790.72 209.29
12.14 790.57 209.44
12.15 790.42 209.59
12.16 790.28 209.73
12.17 790.13 209.88
12.18 789.98 210.03
12.19 789.83 210.18
12.2 789.69 210.33
12.21 789.54 210.47
12.22 789.39 210.62
12.23 789.24 210.77
12.24 789.1 210.91
12.25 788.95 211.06
12.26 788.8 211.21
12.27 788.65 211.36
12.28 788.51 211.5
12.29 788.36 211.65
12.3 788.21 211.8
12.31 788.07 211.94
12.32 787.92 212.09
12.33 787.77 212.24
12.34 787.63 212.39
12.35 787.48 212.53
12.36 787.33 212.68
12.37 787.18 212.83
12.38 787.04 212.97
12.39 786.89 213.12
12.4 786.74 213.27
12.41 786.6 213.41
12.42 786.45 213.56
12.43 786.3 213.71
12.44 786.16 213.85
12.45 786.01 214.0
12.46 785.86 214.15
12.47 785.72 214.29
12.48 785.57 214.44
12.49 785.43 214.59
12.5 785.28 214.73
12.51 785.13 214.88
12.52 784.99 215.02
12.53 784.84 215.17
12.54 784.69 215.32
12.55 784.55 215.46
12.56 784.4 215.61
12.57 784.26 215.76
12.58 784.11 215.9
12.59 783.96 216.05
12.6 783.82 216.19
12.61 783.67 216.34
12.62 783.53 216.49
12.63 783.38 216.63
12.64 783.23 216.78
12.65 783.09 216.92
12.66 782.94 217.07
12.67 782.8 217.21
12.68 782.65 217.36
12.69 782.51 217.51
12.7 782.36 217.65
12.71 782.21 217.8
12.72 782.07 217.94
12.73 781.92 218.09
12.74 781.78 218.23
12.75 781.63 218.38
12.76 781.49 218.52
12.77 781.34 218.67
12.78 781.2 218.81
12.79 781.05 218.96
12.8 780.91 219.11
12.81 780.76 219.25
12.82 780.62 219.4
12.83 780.47 219.54
12.84 780.32 219.69
12.85 780.18 219.83
12.86 780.03 219.98
12.87 779.89 220.12
12.88 779.74 220.27
12.89 779.6 220.41
12.9 779.46 220.56
12.91 779.31 220.7
12.92 779.17 220.85
12.93 779.02 220.99
12.94 778.88 221.14
12.95 778.73 221.28
12.96 778.59 221.42
12.97 778.44 221.57
12.98 778.3 221.71
12.99 778.15 221.86
13.0 778.01 222.0
13.01 777.86 222.15
13.02 777.72 222.29
13.03 777.57 222.44
13.04 777.43 222.58
13.05 777.29 222.73
13.06 777.14 222.87
13.07 777.0 223.01
13.08 776.85 223.16
13.09 776.71 223.3
13.1 776.56 223.45
13.11 776.42 223.59
13.12 776.28 223.73
13.13 776.13 223.88
13.14 775.99 224.02
13.15 775.84 224.17
13.16 775.7 224.31
13.17 775.56 224.45
13.18 775.41 224.6
13.19 775.27 224.74
13.2 775.13 224.89
13.21 774.98 225.03
13.22 774.84 225.17
13.23 774.69 225.32
13.24 774.55 225.46
13.25 774.41 225.6
13.26 774.26 225.75
13.27 774.12 225.89
13.28 773.98 226.04
13.29 773.83 226.18
13.3 773.69 226.32
13.31 773.55 226.47
13.32 773.4 226.61
13.33 773.26 226.75
13.34 773.12 226.9
13.35 772.97 227.04
13.36 772.83 227.18
13.37 772.69 227.33
13.38 772.54 227.47
13.39 772.4 227.61
13.4 772.26 227.75
13.41 772.11 227.9
13.42 771.97 228.04
13.43 771.83 228.18
13.44 771.68 228.33
13.45 771.54 228.47
13.46 771.4 228.61
13.47 771.26 228.76
13.48 771.11 228.9
13.49 770.97 229.04
13.5 770.83 229.18
13.51 770.68 229.33
13.52 770.54 229.47
13.53 770.4 229.61
13.54 770.26 229.75
13.55 770.11 229.9
13.56 769.97 230.04
13.57 769.83 230.18
13.58 769.69 230.32
13.59 769.54 230.47
13.6 769.4 230.61
13.61 769.26 230.75
13.62 769.12 230.89
13.63 768.98 231.04
13.64 768.83 231.18
13.65 768.69 231.32
13.66 768.55 231.46
13.67 768.41 231.61
13.68 768.26 231.75
13.69 768.12 231.89
13.7 767.98 232.03
13.71 767.84 232.17
13.72 767.7 232.32
13.73 767.55 232.46
13.74 767.41 232.6
13.75 767.27 232.74
13.76 767.13 232.88
13.77 766.99 233.02
13.78 766.85 233.17
13.79 766.7 233.31
13.8 766.56 233.45
13.81 766.42 233.59
13.82 766.28 233.73
13.83 766.14 233.87
13.84 766.0 234.02
13.85 765.85 234.16
13.86 765.71 234.3
13.87 765.57 234.44
13.88 765.43 234.58
13.89 765.29 234.72
13.9 765.15 234.86
13.91 765.01 235.01
13.92 764.86 235.15
13.93 764.72 235.29
13.94 764.58 235.43
13.95 764.44 235.57
13.96 764.3 235.71
13.97 764.16 235.85
13.98 764.02 235.99
13.99 763.88 236.13
14.0 763.74 236.28
14.01 763.6 236.42
14.02 763.45 236.56
14.03 763.31 236.7
14.04 763.17 236.84
14.05 763.03 236.98
14.06 762.89 237.12
14.07 762.75 237.26
14.08 762.61 237.4
14.09 762.47 237.54
14.1 762.33 237.68
14.11 762.19 237.82
14.12 762.05 237.96
14.13 761.91 238.11
14.14 761.77 238.25
14.15 761.63 238.39
14.16 761.49 238.53
14.17 761.35 238.67
14.18 761.2 238.81
14.19 761.06 238.95
14.2 760.92 239.09
14.21 760.78 239.23
14.22 760.64 239.37
14.23 760.5 239.51
14.24 760.36 239.65
14.25 760.22 239.79
14.26 760.08 239.93
14.27 759.94 240.07
14.28 759.8 240.21
14.29 759.66 240.35
14.3 759.52 240.49
14.31 759.38 240.63
14.32 759.24 240.77
14.33 759.1 240.91
14.34 758.96 241.05
14.35 758.82 241.19
14.36 758.68 241.33
14.37 758.55 241.47
14.38 758.41 241.61
14.39 758.27 241.75
14.4 758.13 241.89
14.41 757.99 242.03
14.42 757.85 242.16
14.43 757.71 242.3
14.44 757.57 242.44
14.45 757.43 242.58
14.46 757.29 242.72
14.47 757.15 242.86
14.48 757.01 243.0
14.49 756.87 243.14
14.5 756.73 243.28
14.51 756.59 243.42
14.52 756.45 243.56
14.53 756.32 243.7
14.54 756.18 243.84
14.55 756.04 243.98
14.56 755.9 244.11
14.57 755.76 244.25
14.58 755.62 244.39
14.59 755.48 244.53
14.6 755.34 244.67
14.61 755.2 244.81
14.62 755.06 244.95
14.63 754.93 245.09
14.64 754.79 245.22
14.65 754.65 245.36
14.66 754.51 245.5
14.67 754.37 245.64
14.68 754.23 245.78
14.69 754.09 245.92
14.7 753.96 246.06
14.71 753.82 246.19
14.72 753.68 246.33
14.73 753.54 246.47
14.74 753.4 246.61
14.75 753.26 246.75
14.76 753.13 246.89
14.77 752.99 247.03
14.78 752.85 247.16
14.79 752.71 247.3
14.8 752.57 247.44
14.81 752.43 247.58
14.82 752.3 247.72
14.83 752.16 247.85
14.84 752.02 247.99
14.85 751.88 248.13
14.86 751.74 248.27
14.87 751.61 248.41
14.88 751.47 248.54
14.89 751.33 248.68
14.9 751.19 248.82
14.91 751.05 248.96
14.92 750.92 249.1
14.93 750.78 249.23
14.94 750.64 249.37
14.95 750.5 249.51
14.96 750.37 249.65
14.97 750.23 249.78
14.98 750.09 249.92
14.99 749.95 250.06
15.0 749.82 250.2
15.01 749.68 250.33
15.02 749.54 250.47
15.03 749.4 250.61
15.04 749.27 250.75
15.05 749.13 250.88
15.06 748.99 251.02
15.07 748.85 251.16
15.08 748.72 251.29
15.09 748.58 251.43
15.1 748.44 251.57
15.11 748.31 251.71
15.12 748.17 251.84
15.13 748.03 251.98
15.14 747.9 252.12
15.15 747.76 252.25
15.16 747.62 252.39
15.17 747.48 252.53
15.18 747.35 252.67
15.19 747.21 252.8
15.2 747.07 252.94
15.21 746.94 253.08
15.22 746.8 253.21
15.23 746.66 253.35
15.24 746.53 253.49
15.25 746.39 253.62
15.26 746.25 253.76
15.27 746.12 253.9
15.28 745.98 254.03
15.29 745.84 254.17
15.3 745.71 254.3
15.31 745.57 254.44
15.32 745.44 254.58
15.33 745.3 254.71
15.34 745.16 254.85
15.35 745.03 254.99
15.36 744.89 255.12
15.37 744.75 255.26
15.38 744.62 255.4
15.39 744.48 255.53
15.4 744.35 255.67
15.41 744.21 255.8
15.42 744.07 255.94
15.43 743.94 256.08
15.44 743.8 256.21
15.45 743.67 256.35
15.46 743.53 256.48
15.47 743.39 256.62
15.48 743.26 256.76
15.49 743.12 256.89
15.5 742.99 257.03
15.51 742.85 257.16
15.52 742.71 257.3
15.53 742.58 257.43
15.54 742.44 257.57
15.55 742.31 257.71
15.56 742.17 257.84
15.57 742.04 257.98
15.58 741.9 258.11
15.59 741.77 258.25
15.6 741.63 258.38
15.61 741.49 258.52
15.62 741.36 258.65
15.63 741.22 258.79
15.64 741.09 258.92
15.65 740.95 259.06
15.66 740.82 259.19
15.67 740.68 259.33
15.68 740.55 259.47
15.69 740.41 259.6
15.7 740.28 259.74
15.71 740.14 259.87
15.72 740.01 260.01
15.73 739.87 260.14
15.74 739.74 260.28
15.75 739.6 260.41
15.76 739.47 260.55
15.77 739.33 260.68
15.78 739.2 260.81
15.79 739.06 260.95
15.8 738.93 261.08
15.81 738.79 261.22
15.82 738.66 261.35
15.83 738.52 261.49
15.84 738.39 261.62
15.85 738.26 261.76
15.86 738.12 261.89
15.87 737.99 262.03
15.88 737.85 262.16
15.89 737.72 262.3
15.9 737.58 262.43
15.91 737.45 262.56
15.92 737.31 262.7
15.93 737.18 262.83
15.94 737.05 262.97
15.95 736.91 263.1
15.96 736.78 263.24
15.97 736.64 263.37
15.98 736.51 263.5
15.99 736.37 263.64
16.0 736.24 263.77
16.01 736.11 263.91
16.02 735.97 264.04
16.03 735.84 264.17
16.04 735.7 264.31
16.05 735.57 264.44
16.06 735.44 264.58
16.07 735.3 264.71
16.08 735.17 264.84
16.09 735.04 264.98
16.1 734.9 265.11
16.11 734.77 265.25
16.12 734.63 265.38
16.13 734.5 265.51
16.14 734.37 265.65
16.15 734.23 265.78
16.16 734.1 265.91
16.17 733.97 266.05
16.18 733.83 266.18
16.19 733.7 266.31
16.2 733.57 266.45
16.21 733.43 266.58
16.22 733.3 266.71
16.23 733.17 266.85
16.24 733.03 266.98
16.25 732.9 267.11
16.26 732.77 267.25
16.27 732.63 267.38
16.28 732.5 267.51
16.29 732.37 267.65
16.3 732.23 267.78
16.31 732.1 267.91
16.32 731.97 268.05
16.33 731.83 268.18
16.34 731.7 268.31
16.35 731.57 268.44
16.36 731.44 268.58
16.37 731.3 268.71
16.38 731.17 268.84
16.39 731.04 268.98
16.4 730.9 269.11
16.41 730.77 269.24
16.42 730.64 269.37
16.43 730.51 269.51
16.44 730.37 269.64
16.45 730.24 269.77
16.46 730.11 269.9
16.47 729.98 270.04
16.48 729.84 270.17
16.49 729.71 270.3
16.5 729.58 270.43
16.51 729.45 270.57
16.52 729.31 270.7
16.53 729.18 270.83
16.54 729.05 270.96
16.55 728.92 271.1
16.56 728.78 271.23
16.57 728.65 271.36
16.58 728.52 271.49
16.59 728.39 271.63
16.6 728.26 271.76
16.61 728.12 271.89
16.62 727.99 272.02
16.63 727.86 272.15
16.64 727.73 272.29
16.65 727.6 272.42
16.66 727.46 272.55
16.67 727.33 272.68
16.68 727.2 272.81
16.69 727.07 272.94
16.7 726.94 273.08
16.71 726.81 273.21
16.72 726.67 273.34
16.73 726.54 273.47
16.74 726.41 273.6
16.75 726.28 273.73
16.76 726.15 273.87
16.77 726.02 274.0
16.78 725.88 274.13
16.79 725.75 274.26
16.8 725.62 274.39
16.81 725.49 274.52
16.82 725.36 274.66
16.83 725.23 274.79
16.84 725.1 274.92
16.85 724.96 275.05
16.86 724.83 275.18
16.87 724.7 275.31
16.88 724.57 275.44
16.89 724.44 275.57
16.9 724.31 275.7
16.91 724.18 275.84
16.92 724.05 275.97
16.93 723.92 276.1
16.94 723.78 276.23
16.95 723.65 276.36
16.96 723.52 276.49
16.97 723.39 276.62
16.98 723.26 276.75
16.99 723.13 276.88
17.0 723.0 277.01
17.01 722.87 277.14
17.02 722.74 277.28
17.03 722.61 277.41
17.04 722.48 277.54
17.05 722.35 277.67
17.06 722.22 277.8
17.07 722.09 277.93
17.08 721.95 278.06
17.09 721.82 278.19
17.1 721.69 278.32
17.11 721.56 278.45
17.12 721.43 278.58
17.13 721.3 278.71
17.14 721.17 278.84
17.15 721.04 278.97
17.16 720.91 279.1
17.17 720.78 279.23
17.18 720.65 279.36
17.19 720.52 279.49
17.2 720.39 279.62
17.21 720.26 279.75
17.22 720.13 279.88
17.23 720.0 280.01
17.24 719.87 280.14
17.25 719.74 280.27
17.26 719.61 280.4
17.27 719.48 280.53
17.28 719.35 280.66
17.29 719.22 280.79
17.3 719.09 280.92
17.31 718.96 281.05
17.32 718.83 281.18
17.33 718.7 281.31
17.34 718.57 281.44
17.35 718.44 281.57
17.36 718.31 281.7
17.37 718.18 281.83
17.38 718.05 281.96
17.39 717.92 282.09
17.4 717.8 282.22
17.41 717.67 282.35
17.42 717.54 282.48
17.43 717.41 282.61
17.44 717.28 282.74
17.45 717.15 282.87
17.46 717.02 282.99
17.47 716.89 283.12
17.48 716.76 283.25
17.49 716.63 283.38
17.5 716.5 283.51
17.51 716.37 283.64
17.52 716.24 283.77
17.53 716.12 283.9
17.54 715.99 284.03
17.55 715.86 284.16
17.56 715.73 284.29
17.57 715.6 284.41
17.58 715.47 284.54
17.59 715.34 284.67
17.6 715.21 284.8
17.61 715.08 284.93
17.62 714.96 285.06
17.63 714.83 285.19
17.64 714.7 285.32
17.65 714.57 285.45
17.66 714.44 285.57
17.67 714.31 285.7
17.68 714.18 285.83
17.69 714.05 285.96
17.7 713.93 286.09
17.71 713.8 286.22
17.72 713.67 286.35
17.73 713.54 286.47
17.74 713.41 286.6
17.75 713.28 286.73
17.76 713.16 286.86
17.77 713.03 286.99
17.78 712.9 287.12
17.79 712.77 287.24
17.8 712.64 287.37
17.81 712.51 287.5
17.82 712.39 287.63
17.83 712.26 287.76
17.84 712.13 287.88
17.85 712.0 288.01
17.86 711.87 288.14
17.87 711.75 288.27
17.88 711.62 288.4
17.89 711.49 288.52
17.9 711.36 288.65
17.91 711.23 288.78
17.92 711.11 288.91
17.93 710.98 289.04
17.94 710.85 289.16
17.95 710.72 289.29
17.96 710.6 289.42
17.97 710.47 289.55
17.98 710.34 289.67
17.99 710.21 289.8
18.0 710.09 289.93
18.01 709.96 290.06
18.02 709.83 290.18
18.03 709.7 290.31
18.04 709.58 290.44
18.05 709.45 290.57
18.06 709.32 290.69
18.07 709.19 290.82
18.08 709.07 290.95
18.09 708.94 291.08
18.1 708.81 291.2
18.11 708.69 291.33
18.12 708.56 291.46
18.13 708.43 291.58
18.14 708.3 291.71
18.15 708.18 291.84
18.16 708.05 291.97
18.17 707.92 292.09
18.18 707.8 292.22
18.19 707.67 292.35
18.2 707.54 292.47
18.21 707.41 292.6
18.22 707.29 292.73
18.23 707.16 292.85
18.24 707.03 292.98
18.25 706.91 293.11
18.26 706.78 293.23
18.27 706.65 293.36
18.28 706.53 293.49
18.29 706.4 293.61
18.3 706.27 293.74
18.31 706.15 293.87
18.32 706.02 293.99
18.33 705.89 294.12
18.34 705.77 294.25
18.35 705.64 294.37
18.36 705.52 294.5
18.37 705.39 294.63
18.38 705.26 294.75
18.39 705.14 294.88
18.4 705.01 295.0
18.41 704.88 295.13
18.42 704.76 295.26
18.43 704.63 295.38
18.44 704.51 295.51
18.45 704.38 295.64
18.46 704.25 295.76
18.47 704.13 295.89
18.48 704.0 296.01
18.49 703.88 296.14
18.5 703.75 296.27
18.51 703.62 296.39
18.52 703.5 296.52
18.53 703.37 296.64
18.54 703.25 296.77
18.55 703.12 296.9
18.56 702.99 297.02
18.57 702.87 297.15
18.58 702.74 297.27
18.59 702.62 297.4
18.6 702.49 297.52
18.61 702.37 297.65
18.62 702.24 297.77
18.63 702.11 297.9
18.64 701.99 298.03
18.65 701.86 298.15
18.66 701.74 298.28
18.67 701.61 298.4
18.68 701.49 298.53
18.69 701.36 298.65
18.7 701.24 298.78
18.71 701.11 298.9
18.72 700.99 299.03
18.73 700.86 299.15
18.74 700.74 299.28
18.75 700.61 299.4
18.76 700.49 299.53
18.77 700.36 299.65
18.78 700.23 299.78
18.79 700.11 299.91
18.8 699.98 300.03
18.81 699.86 300.16
18.82 699.73 300.28
18.83 699.61 300.41
18.84 699.49 300.53
18.85 699.36 300.65
18.86 699.24 300.78
18.87 699.11 300.9
18.88 698.99 301.03
18.89 698.86 301.15
18.9 698.74 301.28
18.91 698.61 301.4
18.92 698.49 301.53
18.93 698.36 301.65
18.94 698.24 301.78
18.95 698.11 301.9
18.96 697.99 302.03
18.97 697.86 302.15
18.98 697.74 302.28
18.99 697.62 302.4
19.0 697.49 302.52
19.01 697.37 302.65
19.02 697.24 302.77
19.03 697.12 302.9
19.04 696.99 303.02
19.05 696.87 303.15
19.06 696.75 303.27
19.07 696.62 303.39
19.08 696.5 303.52
19.09 696.37 303.64
19.1 696.25 303.77
19.11 696.12 303.89
19.12 696.0 304.01
19.13 695.88 304.14
19.14 695.75 304.26
19.15 695.63 304.39
19.16 695.5 304.51
19.17 695.38 304.63
19.18 695.26 304.76
19.19 695.13 304.88
19.2 695.01 305.01
19.21 694.89 305.13
19.22 694.76 305.25
19.23 694.64 305.38
19.24 694.51 305.5
19.25 694.39 305.62
19.26 694.27 305.75
19.27 694.14 305.87
19.28 694.02 305.99
19.29 693.9 306.12
19.3 693.77 306.24
19.31 693.65 306.37
19.32 693.53 306.49
19.33 693.4 306.61
19.34 693.28 306.74
19.35 693.16 306.86
19.36 693.03 306.98
19.37 692.91 307.11
19.38 692.79 307.23
19.39 692.66 307.35
19.4 692.54 307.47
19.41 692.42 307.6
19.42 692.29 307.72
19.43 692.17 307.84
19.44 692.05 307.97
19.45 691.93 308.09
19.46 691.8 308.21
19.47 691.68 308.34
19.48 691.56 308.46
19.49 691.43 308.58
19.5 691.31 308.7
19.51 691.19 308.83
19.52 691.07 308.95
19.53 690.94 309.07
19.54 690.82 309.2
19.55 690.7 309.32
19.56 690.57 309.44
19.57 690.45 309.56
19.58 690.33 309.69
19.59 690.21 309.81
19.6 690.08 309.93
19.61 689.96 310.05
19.62 689.84 310.18
19.63 689.72 310.3
19.64 689.59 310.42
19.65 689.47 310.54
19.66 689.35 310.67
19.67 689.23 310.79
19.68 689.1 310.91
19.69 688.98 311.03
19.7 688.86 311.16
19.71 688.74 311.28
19.72 688.62 311.4
19.73 688.49 311.52
19.74 688.37 311.64
19.75 688.25 311.77
19.76 688.13 311.89
19.77 688.01 312.01
19.78 687.88 312.13
19.79 687.76 312.25
19.8 687.64 312.38
19.81 687.52 312.5
19.82 687.4 312.62
19.83 687.27 312.74
19.84 687.15 312.86
19.85 687.03 312.99
19.86 686.91 313.11
19.87 686.79 313.23
19.88 686.66 313.35
19.89 686.54 313.47
19.9 686.42 313.59
19.91 686.3 313.72
19.92 686.18 313.84
19.93 686.06 313.96
19.94 685.94 314.08
19.95 685.81 314.2
19.96 685.69 314.32
19.97 685.57 314.44
19.98 685.45 314.57
19.99 685.33 314.69
20.0 685.21 314.81
20.01 685.09 314.93
20.02 684.96 315.05
20.03 684.84 315.17
20.04 684.72 315.29
20.05 684.6 315.41
20.06 684.48 315.54
20.07 684.36 315.66
20.08 684.24 315.78
20.09 684.12 315.9
20.1 684.0 316.02
20.11 683.87 316.14
20.12 683.75 316.26
20.13 683.63 316.38
20.14 683.51 316.5
20.15 683.39 316.63
20.16 683.27 316.75
20.17 683.15 316.87
20.18 683.03 316.99
20.19 682.91 317.11
20.2 682.79 317.23
20.21 682.67 317.35
20.22 682.55 317.47
20.23 682.42 317.59
20.24 682.3 317.71
20.25 682.18 317.83
20.26 682.06 317.95
20.27 681.94 318.07
20.28 681.82 318.19
20.29 681.7 318.31
20.3 681.58 318.43
20.31 681.46 318.55
20.32 681.34 318.68
20.33 681.22 318.8
20.34 681.1 318.92
20.35 680.98 319.04
20.36 680.86 319.16
20.37 680.74 319.28
20.38 680.62 319.4
20.39 680.5 319.52
20.4 680.38 319.64
20.41 680.26 319.76
20.42 680.14 319.88
20.43 680.02 320.0
20.44 679.9 320.12
20.45 679.78 320.24
20.46 679.66 320.36
20.47 679.54 320.48
20.48 679.42 320.6
20.49 679.3 320.72
20.5 679.18 320.84
20.51 679.06 320.96
20.52 678.94 321.08
20.53 678.82 321.2
20.54 678.7 321.32
20.55 678.58 321.44
20.56 678.46 321.56
20.57 678.34 321.67
20.58 678.22 321.79
20.59 678.1 321.91
20.6 677.98 322.03
20.61 677.86 322.15
20.62 677.74 322.27
20.63 677.62 322.39
20.64 677.5 322.51
20.65 677.39 322.63
20.66 677.27 322.75
20.67 677.15 322.87
20.68 677.03 322.99
20.69 676.91 323.11
20.7 676.79 323.23
20.71 676.67 323.35
20.72 676.55 323.47
20.73 676.43 323.58
20.74 676.31 323.7
20.75 676.19 323.82
20.76 676.07 323.94
20.77 675.96 324.06
20.78 675.84 324.18
20.79 675.72 324.3
20.8 675.6 324.42
20.81 675.48 324.54
20.82 675.36 324.66
20.83 675.24 324.77
20.84 675.12 324.89
20.85 675.0 325.01
20.86 674.89 325.13
20.87 674.77 325.25
20.88 674.65 325.37
20.89 674.53 325.49
20.9 674.41 325.61
20.91 674.29 325.72
20.92 674.17 325.84
20.93 674.06 325.96
20.94 673.94 326.08
20.95 673.82 326.2
20.96 673.7 326.32
20.97 673.58 326.43
20.98 673.46 326.55
20.99 673.34 326.67
21.0 673.23 326.79
21.01 673.11 326.91
21.02 672.99 327.03
21.03 672.87 327.14
21.04 672.75 327.26
21.05 672.64 327.38
21.06 672.52 327.5
21.07 672.4 327.62
21.08 672.28 327.74
21.09 672.16 327.85
21.1 672.04 327.97
21.11 671.93 328.09
21.12 671.81 328.21
21.13 671.69 328.33
21.14 671.57 328.44
21.15 671.46 328.56
21.16 671.34 328.68
21.17 671.22 328.8
21.18 671.1 328.91
21.19 670.98 329.03
21.2 670.87 329.15
21.21 670.75 329.27
21.22 670.63 329.39
21.23 670.51 329.5
21.24 670.4 329.62
21.25 670.28 329.74
21.26 670.16 329.86
21.27 670.04 329.97
21.28 669.93 330.09
21.29 669.81 330.21
21.3 669.69 330.33
21.31 669.57 330.44
21.32 669.46 330.56
21.33 669.34 330.68
21.34 669.22 330.8
21.35 669.1 330.91
21.36 668.99 331.03
21.37 668.87 331.15
21.38 668.75 331.26
21.39 668.63 331.38
21.4 668.52 331.5
21.41 668.4 331.62
21.42 668.28 331.73
21.43 668.17 331.85
21.44 668.05 331.97
21.45 667.93 332.08
21.46 667.82 332.2
21.47 667.7 332.32
21.48 667.58 332.44
21.49 667.46 332.55
21.5 667.35 332.67
21.51 667.23 332.79
21.52 667.11 332.9
21.53 667.0 333.02
21.54 666.88 333.14
21.55 666.76 333.25
21.56 666.65 333.37
21.57 666.53 333.49
21.58 666.41 333.6
21.59 666.3 333.72
21.6 666.18 333.84
21.61 666.06 333.95
21.62 665.95 334.07
21.63 665.83 334.19
21.64 665.71 334.3
21.65 665.6 334.42
21.66 665.48 334.53
21.67 665.37 334.65
21.68 665.25 334.77
21.69 665.13 334.88
21.7 665.02 335.0
21.71 664.9 335.12
21.72 664.78 335.23
21.73 664.67 335.35
21.74 664.55 335.47
21.75 664.44 335.58
21.76 664.32 335.7
21.77 664.2 335.81
21.78 664.09 335.93
21.79 663.97 336.05
21.8 663.86 336.16
21.81 663.74 336.28
21.82 663.62 336.39
21.83 663.51 336.51
21.84 663.39 336.63
21.85 663.28 336.74
21.86 663.16 336.86
21.87 663.04 336.97
21.88 662.93 337.09
21.89 662.81 337.2
21.9 662.7 337.32
21.91 662.58 337.44
21.92 662.47 337.55
21.93 662.35 337.67
21.94 662.23 337.78
21.95 662.12 337.9
21.96 662.0 338.01
21.97 661.89 338.13
21.98 661.77 338.24
21.99 661.66 338.36
22.0 661.54 338.48
22.01 661.43 338.59
22.02 661.31 338.71
22.03 661.2 338.82
22.04 661.08 338.94
22.05 660.97 339.05
22.06 660.85 339.17
22.07 660.73 339.28
22.08 660.62 339.4
22.09 660.5 339.51
22.1 660.39 339.63
22.11 660.27 339.74
22.12 660.16 339.86
22.13 660.04 339.97
22.14 659.93 340.09
22.15 659.81 340.2
22.16 659.7 340.32
22.17 659.58 340.43
22.18 659.47 340.55
22.19 659.35 340.66
22.2 659.24 340.78
22.21 659.12 340.89
22.22 659.01 341.01
22.23 658.9 341.12
22.24 658.78 341.24
22.25 658.67 341.35
22.26 658.55 341.47
22.27 658.44 341.58
22.28 658.32 341.7
22.29 658.21 341.81
22.3 658.09 341.92
22.31 657.98 342.04
22.32 657.86 342.15
22.33 657.75 342.27
22.34 657.63 342.38
22.35 657.52 342.5
22.36 657.41 342.61
22.37 657.29 342.73
22.38 657.18 342.84
22.39 657.06 342.95
22.4 656.95 343.07
22.41 656.83 343.18
22.42 656.72 343.3
22.43 656.61 343.41
22.44 656.49 343.52
22.45 656.38 343.64
22.46 656.26 343.75
22.47 656.15 343.87
22.48 656.04 343.98
22.49 655.92 344.1
22.5 655.81 344.21
22.51 655.69 344.32
22.52 655.58 344.44
